,Symbol,Series,Date,Prev.Close,Open.Price,High.Price,Low.Price,Last.Price,Close.Price,Average.Price,Total.Traded.Quantity,Turnover,No..of.Trades,Deliverable.Qty,X..Dly.Qt.to.Traded.Qty,,,MA30,MA50,MA100,MA200
2672,AXISBANK,EQ,9-Jul-09,786.5,776.35,797,745.1,763.35,764.95,766.74,3763368,2885520466,-,981358,26.08,,,768.8766667,736.502,570.8585,554.183
2673,AXISBANK,EQ,10-Jul-09,764.95,770,787,726.1,744,738.25,764.13,2998644,2291349195,-,637574,21.26,,,767.52,740.121,574.0165,554.32425
2674,AXISBANK,EQ,13-Jul-09,738.25,719,771.3,707.1,764.65,755.4,736.36,6939636,5110036416,-,752847,10.85,,,767.975,743.042,577.3605,554.549
2675,AXISBANK,EQ,14-Jul-09,755.4,778,785,748.55,768.8,763.2,769.28,5447948,4190975121,-,1060062,19.46,,,769.4183333,745.759,580.683,554.84425
2676,AXISBANK,EQ,15-Jul-09,763.2,772,799.7,761,797.2,788.7,776.54,4166519,3235463101,-,1091670,26.2,,,771.8083333,749.428,584.265,555.325
2677,AXISBANK,EQ,16-Jul-09,788.7,808.35,820,784,800.05,798.65,797.64,2972234,2370783939,-,585756,19.71,,,773.935,752.906,587.8475,556.03375
2678,AXISBANK,EQ,17-Jul-09,798.65,807,857.5,802,854.05,851.1,836.45,3553744,2972539065,-,698402,19.65,,,777.6883333,757.783,592.1705,556.81025
2679,AXISBANK,EQ,20-Jul-09,851.1,918.8,918.8,816.65,886.5,886.35,876.11,2630380,2304511110,-,414562,15.76,,,783.96,763.103,597.0425,557.90975
2680,AXISBANK,EQ,21-Jul-09,886.35,896.9,896.9,860.05,889,884.4,878.47,2965450,2605063254,-,648112,21.86,,,789.2383333,767.411,601.944,558.93875
2681,AXISBANK,EQ,22-Jul-09,884.4,918.7,918.7,852.05,865,860.7,882.35,2987110,2635662647,-,404735,13.55,,,792.845,771.191,606.6665,559.6995
2682,AXISBANK,EQ,23-Jul-09,860.7,875,897.7,871,895,893.95,886.73,2943393,2610002657,-,705570,23.97,,,798.4233333,776.319,611.879,560.64475
2683,AXISBANK,EQ,24-Jul-09,893.95,893.95,906.9,880,892.25,893.95,893.89,2463152,2201787682,-,547131,22.21,,,804.7633333,781.006,617.182,561.69775
2684,AXISBANK,EQ,27-Jul-09,893.95,900,949.3,880.1,939,938.35,928.92,3483223,3235633948,-,829729,23.82,,,812.095,784.205,622.905,562.8385
2685,AXISBANK,EQ,28-Jul-09,938.35,941,974.4,915.3,941.75,956.6,941.51,3929112,3699303407,-,1010033,25.71,,,818.66,788.041,629.008,564.0145
2686,AXISBANK,EQ,29-Jul-09,956.6,922.65,946.3,892.35,912.7,917.6,917.81,3140490,2882378070,-,624170,19.87,,,825.1933333,791.822,634.705,565.077
2687,AXISBANK,EQ,30-Jul-09,917.6,915,934,897,928,920.6,913.98,2419222,2211128361,-,635792,26.28,,,831.4466667,795.51,640.68,566.32225
2688,AXISBANK,EQ,31-Jul-09,920.6,940,947.5,908,914.95,917.15,928.73,2309631,2145027590,-,540742,23.41,,,836.8133333,798.596,646.6025,567.30675
2689,AXISBANK,EQ,3-Aug-09,917.15,920.5,929.1,911.95,919,921.75,920.49,1799971,1656856561,-,388593,21.59,,,842.0116667,801.551,652.5985,568.2425
2690,AXISBANK,EQ,4-Aug-09,921.75,926,927,885.6,890.2,894.7,903.25,2384269,2153588999,-,525811,22.05,,,846.8566667,804.55,658.5385,569.2045
2691,AXISBANK,EQ,5-Aug-09,894.7,896,897,845.05,848.5,851.85,856.1,4668572,3996767598,-,1923133,41.19,,,849.6233333,805.632,664.1075,570.07375
2692,AXISBANK,EQ,6-Aug-09,851.85,852,869.25,838,848,845.6,859.4,4647346,3993942186,-,1705611,36.7,,,851.8583333,806.903,669.7495,570.88725
2693,AXISBANK,EQ,7-Aug-09,845.6,844,848.9,810,812,814.65,826.76,3439692,2843785561,-,1480426,43.04,,,851.745,807.617,674.851,571.72175
2694,AXISBANK,EQ,10-Aug-09,814.65,824,849.7,796.9,835,843.3,830.64,6290501,5225166292,-,2088240,33.2,,,850.9366667,809.648,679.985,573.17525
2695,AXISBANK,EQ,11-Aug-09,843.3,843,877,838,871.15,869.9,858.46,5207964,4470812135,-,1789924,34.37,,,852.1916667,812.648,685.2585,574.225
2696,AXISBANK,EQ,12-Aug-09,869.9,850,876,839.35,873,870.4,856.35,3104155,2658240010,-,739298,23.82,,,852.225,815.716,690.7075,575.38175
2697,AXISBANK,EQ,13-Aug-09,870.4,875,889,867.1,874.25,877.35,878,3101983,2723546642,-,1023128,32.98,,,853.0133333,818.566,696.074,576.6745
2698,AXISBANK,EQ,14-Aug-09,877.35,880,880,855.1,870,870.1,869.08,1724582,1498791958,-,555485,32.21,,,852.905,821.198,701.195,577.89375
2699,AXISBANK,EQ,17-Aug-09,870.1,852,864,824.1,832.9,828.05,841.12,2322296,1953339510,-,923364,39.76,,,854.0266667,823.795,706.0515,578.93225
2700,AXISBANK,EQ,18-Aug-09,828.05,825,844,818.4,828.9,831.1,832.95,2434754,2028024126,-,702970,28.87,,,854.505,825.896,710.626,579.99825
2701,AXISBANK,EQ,19-Aug-09,831.1,835,837,808.55,824.1,820.9,820.07,2453892,2012363839,-,740706,30.18,,,855.6516667,827.264,715.1155,580.82025
2702,AXISBANK,EQ,20-Aug-09,820.9,826.5,849,819.65,846,845.35,837.7,2236495,1873521300,-,815980,36.48,,,858.3316667,829.639,719.588,581.891
2703,AXISBANK,EQ,21-Aug-09,845.35,844.8,886.7,833.25,879.65,882.45,862.41,3529873,3044189211,-,1140228,32.3,,,863.1383333,833.213,724.1985,583.19125
2704,AXISBANK,EQ,24-Aug-09,882.45,893,913,892,907.5,909.7,905.02,2365553,2140882316,-,781648,33.04,,,868.2816667,837.039,728.985,585.0455
2705,AXISBANK,EQ,25-Aug-09,909.7,905.9,921.95,893.55,915.2,916.5,909.8,2413623,2195906385,-,571644,23.68,,,873.3916667,840.176,734.18,586.95525
2706,AXISBANK,EQ,26-Aug-09,916.5,918.95,936,917.5,935,933.2,927.23,2233685,2071140243,-,737477,33.02,,,878.2083333,844.408,739.3625,588.77125
2707,AXISBANK,EQ,27-Aug-09,933.2,920.05,938.9,915,926.2,922.75,928.71,1926701,1789344683,-,616189,31.98,,,882.345,848.203,744.4085,590.75075
2708,AXISBANK,EQ,28-Aug-09,922.75,915.5,926.8,901.65,915.2,918.85,915.17,1435130,1313386860,-,225625,15.72,,,884.6033333,851.457,749.201,592.53025
2709,AXISBANK,EQ,31-Aug-09,918.85,907,913,895,904.25,905.3,902.96,1468028,1325574453,-,448275,30.54,,,885.235,854.247,753.9015,594.04575
2710,AXISBANK,EQ,1-Sep-09,905.3,914,924,882,896,892.7,903.64,1634893,1477348875,-,378391,23.14,,,885.5116667,857.114,758.393,595.307
2711,AXISBANK,EQ,2-Sep-09,892.7,882,904.6,881,891,889.2,893.16,1184260,1057730062,-,236104,19.94,,,886.4616667,859.521,762.829,596.733
2712,AXISBANK,EQ,3-Sep-09,889.2,896.25,909.8,882.35,885.9,888.6,898.88,1267286,1139139546,-,262564,20.72,,,886.2833333,861.722,767.0965,598.2625
2713,AXISBANK,EQ,4-Sep-09,888.6,896,909.8,890,908.5,907.25,901.42,1106782,997677545.7,-,199618,18.04,,,886.7266667,863.506,771.127,599.89075
2714,AXISBANK,EQ,7-Sep-09,907.25,912,935,912,935,932.6,928.65,1827208,1696834433,-,917303,50.2,,,886.535,864.807,775.732,601.50925
2715,AXISBANK,EQ,8-Sep-09,932.6,940,944.7,901.2,906,905.25,918.57,2153427,1978065015,-,906714,42.11,,,884.8233333,866.267,779.752,603.21525
2716,AXISBANK,EQ,9-Sep-09,905.25,905.25,921.5,902.8,915.6,915.35,911.53,1421502,1295736462,-,348922,24.55,,,884.7483333,867.186,783.807,605.1655
2717,AXISBANK,EQ,10-Sep-09,915.35,916.65,932.5,902.05,904,909.3,914.38,1993240,1822578405,-,647907,32.51,,,884.3716667,868.298,787.9605,607.24725
2718,AXISBANK,EQ,11-Sep-09,909.3,911,918.45,890.35,903.05,902.9,902.67,1714606,1547730551,-,591704,34.51,,,883.8966667,868.889,792.268,609.4785
2719,AXISBANK,EQ,14-Sep-09,902.9,901,908.5,890.05,896,895.65,898.11,1387168,1245831335,-,468994,33.81,,,883.0266667,870.914,796.204,611.768
2720,AXISBANK,EQ,15-Sep-09,895.65,900,916,899.1,907.1,909.65,909.2,1597080,1452063213,-,481540,30.15,,,883.525,872.772,800.0045,614.1785
2721,AXISBANK,EQ,16-Sep-09,909.65,918,920.8,904.55,907.6,907.65,910.75,1221629,1112603537,-,362117,29.64,,,885.385,875.195,803.506,616.6895
2722,AXISBANK,EQ,17-Sep-09,907.65,918,927.4,909,910.75,911.85,918.16,1732900,1591076016,-,623324,35.97,,,887.5933333,878.133,807.3175,619.19125
2723,AXISBANK,EQ,18-Sep-09,911.85,914.9,924.05,894,920.1,913.85,911,3443387,3136918318,-,1954590,56.76,,,890.9,881.645,810.883,621.77275
2724,AXISBANK,EQ,22-Sep-09,913.85,926.9,926.9,907,908.5,909.95,914.61,1157697,1058844679,-,643909,55.62,,,893.1216667,884.736,813.889,624.43975
2725,AXISBANK,EQ,23-Sep-09,909.95,914.8,930,913,920,920,922.28,3352380,3091834478,-,1862698,55.56,,,894.7916667,887.872,816.8155,627.0175
2726,AXISBANK,EQ,24-Sep-09,920,915,925.15,904.05,920,919.75,916.7,1701913,1560150346,-,752893,44.24,,,896.4366667,890.493,819.9605,629.57375
2727,AXISBANK,EQ,25-Sep-09,919.75,915,927.4,910.1,912.4,914.8,920.23,1419399,1306176936,-,682733,48.1,,,897.685,892.816,822.861,632.0825
2728,AXISBANK,EQ,29-Sep-09,914.8,920,929.7,916,928,926.3,922.98,2001189,1847061431,-,1376376,68.78,,,899.5583333,894.32,826.0515,634.5685
2729,AXISBANK,EQ,30-Sep-09,926.3,935,996.4,929,977.35,985.15,963.47,9047510,8717031388,-,5361205,59.26,,,904.795,896.296,829.6995,637.32575
2730,AXISBANK,EQ,1-Oct-09,985.15,979.95,1017.9,975.15,1007.65,1009.3,1006.75,4823998,4856557024,-,2218285,45.98,,,910.735,898.794,833.1025,640.09625
2731,AXISBANK,EQ,5-Oct-09,1009.3,1000,1007,963.35,971,969.1,978.69,2703356,2645743438,-,1376419,50.92,,,915.675,900.962,836.0765,642.7265
2732,AXISBANK,EQ,6-Oct-09,969.1,975,1004,957.95,998.45,998.85,983.78,2420947,2381679439,-,816043,33.71,,,920.7916667,903.06,839.6895,645.461
2733,AXISBANK,EQ,7-Oct-09,998.85,1010,1013.05,975.15,981.15,980.65,996.77,2439662,2431781900,-,1163150,47.68,,,924.065,904.794,842.9,648.05025
2734,AXISBANK,EQ,8-Oct-09,980.65,987.9,1024,975.5,1008,1009.85,1006.54,3410048,3432333126,-,1525613,44.74,,,927.4033333,906.224,845.2145,650.8145
2735,AXISBANK,EQ,9-Oct-09,1009.85,1020,1028,982.5,998,996.45,1004.3,2947124,2959794317,-,1248789,42.37,,,930.0683333,907.021,847.531,653.45275
2736,AXISBANK,EQ,12-Oct-09,996.45,1003.7,1022.4,996.7,1012.5,1013.45,1010.85,2524307,2551702831,-,1003882,39.77,,,932.7433333,908.938,850.38,656.089
2737,AXISBANK,EQ,14-Oct-09,1013.45,1030,1042,1002.5,1034.95,1032.4,1029.55,2295984,2363822664,-,1080478,47.06,,,936.3983333,911.174,853.342,658.747
2738,AXISBANK,EQ,15-Oct-09,1032.4,1041.6,1041.6,998,1009.1,1006,1009.93,2099956,2120799561,-,627518,29.88,,,939.3033333,912.951,855.7735,661.289
2739,AXISBANK,EQ,16-Oct-09,1006,1012,1020.9,995,1006.1,1006.5,1006.54,2846080,2864692562,-,1458047,51.23,,,942.6766667,914.646,858.0985,663.6355
2740,AXISBANK,EQ,17-Oct-09,1006.5,1016,1019.8,1005.1,1008.95,1011.15,1013.33,263363,266874866,-,73108,27.76,,,946.625,916.975,860.7625,665.96125
2741,AXISBANK,EQ,20-Oct-09,1011.15,1020,1026.65,987.7,995,994.3,1005.68,1814083,1824390183,-,715300,39.43,,,950.1283333,919.824,862.728,668.24525
2742,AXISBANK,EQ,21-Oct-09,994.3,988,999,972.85,975.45,977.05,982.1,1748723,1717418197,-,868131,49.64,,,953.0766667,922.453,864.678,670.633
2743,AXISBANK,EQ,22-Oct-09,977.05,973,986.9,960,967.95,966.15,972.8,1319687,1283794836,-,451788,34.23,,,955.04,925.483,866.55,673.01
2744,AXISBANK,EQ,23-Oct-09,966.15,1000,1000,972.45,995.15,994.05,990.81,1660805,1645545381,-,672647,40.5,,,957.0883333,928.498,869.073,675.56625
2745,AXISBANK,EQ,26-Oct-09,994.05,998,998,963.85,968,967.9,979.37,892198,873788753.5,-,208916,23.42,,,959.1766667,930.458,871.553,677.931
2746,AXISBANK,EQ,27-Oct-09,967.9,955,987.3,925,940,952.3,951.8,3606870,3433027485,-,1425665,39.53,,,960.4083333,932.096,873.906,680.14125
2747,AXISBANK,EQ,28-Oct-09,952.3,948.35,965,924,931,928.1,943.17,3041770,2868921262,-,1170579,38.48,,,961.035,933.111,875.8385,682.25825
2748,AXISBANK,EQ,29-Oct-09,928.1,925,934.9,899.95,924,907.65,911.94,3527058,3216476097,-,2027901,57.5,,,961.1933333,933.862,877.53,684.21225
2749,AXISBANK,EQ,30-Oct-09,907.65,925,956.8,901,904.65,907.4,929.65,2180396,2027007683,-,742223,34.04,,,961.585,935.449,879.622,686.03975
2750,AXISBANK,EQ,3-Nov-09,907.4,907,919.95,887.6,891.8,894,903.61,2328666,2104214996,-,781935,33.58,,,961.0633333,936.707,881.3015,687.70925
2751,AXISBANK,EQ,4-Nov-09,894,901.2,928,895.1,926.65,924.1,910.67,1892153,1723120118,-,574492,30.36,,,961.6116667,938.771,883.0175,689.481
2752,AXISBANK,EQ,5-Nov-09,924.1,925,934.9,890.25,917,916.1,908.35,2208008,2005643783,-,575776,26.08,,,961.7533333,940.186,884.9125,691.451
2753,AXISBANK,EQ,6-Nov-09,916.1,921,948.7,921,938.15,937.9,937.12,1886150,1767549549,-,684184,36.27,,,962.555,941.295,887.254,693.7075
2754,AXISBANK,EQ,9-Nov-09,937.9,915.5,1005,915.5,998.75,998,979.55,3972105,3890888969,-,1392773,35.06,,,965.49,943.061,890.05,696.439
2755,AXISBANK,EQ,10-Nov-09,998,1024,1028,988.8,997.05,996.4,1004.97,2410118,2422103912,-,920433,38.19,,,968.0366667,944.659,892.4175,699.2195
2756,AXISBANK,EQ,11-Nov-09,996.4,992.4,1010,985,1005,1005.2,1002.78,1613098,1617578736,-,697250,43.22,,,970.885,946.099,895.2535,701.9985
2757,AXISBANK,EQ,12-Nov-09,1005.2,1007,1008.95,972,983,980.1,987.38,2818891,2783305239,-,1413741,50.15,,,973.0616667,947.246,897.7245,704.72875
2758,AXISBANK,EQ,13-Nov-09,980.1,979.2,1002,970.55,996.6,996.1,989.97,2445241,2420721614,-,936592,38.3,,,975.3883333,948.791,900.124,707.4915
2759,AXISBANK,EQ,16-Nov-09,996.1,1001,1011.9,995.5,1001.6,1001.25,1004.09,1766271,1773494482,-,915276,51.82,,,975.925,950.71,902.4785,710.30625
2760,AXISBANK,EQ,17-Nov-09,1001.25,1025,1025,985,1000,1002.2,993.79,1316582,1308402128,-,397761,30.21,,,975.6883333,952.9,905.007,713.20525
2761,AXISBANK,EQ,18-Nov-09,1002.2,995,1005,993.75,1002,999.15,999.79,1017601,1017385209,-,397177,39.03,,,976.69,955.099,907.31,716.1625
2762,AXISBANK,EQ,19-Nov-09,999.15,994,1005,978,990,986.55,993.45,1170092,1162422489,-,363631,31.08,,,976.28,957.058,909.39,719.015
2763,AXISBANK,EQ,20-Nov-09,986.55,981,999,955.1,993.9,992.05,978.22,1850679,1810373399,-,567879,30.68,,,976.66,958.754,911.13,722.05375
2764,AXISBANK,EQ,23-Nov-09,992.05,990,1007.5,990,996.5,999.4,1002.07,1103670,1105953696,-,309724,28.06,,,976.3116667,960.09,912.4485,725.077
2765,AXISBANK,EQ,24-Nov-09,999.4,1008,1008,981.05,998.3,1000.1,995.72,1194076,1188961144,-,353356,29.59,,,976.4333333,961.987,914.127,727.96325
2766,AXISBANK,EQ,25-Nov-09,1000.1,1000,1022,996.55,1017.25,1016.65,1013.4,2390116,2422136378,-,1147191,48,,,976.54,964.013,915.5995,730.86825
2767,AXISBANK,EQ,26-Nov-09,1016.65,1017,1037.95,992.05,998.1,997.35,1018.84,2711776,2762863088,-,884903,32.63,,,975.3716667,965.774,917.036,733.6865
2768,AXISBANK,EQ,27-Nov-09,997.35,980,990,937,963.2,971.2,960.68,1831950,1759920569,-,510635,27.87,,,974.2116667,967.14,918.0145,736.55325
2769,AXISBANK,EQ,30-Nov-09,971.2,985,1011.05,984,999,999.4,999.84,1468304,1468074831,-,464998,31.67,,,973.975,969.215,920.0645,739.57275
2770,AXISBANK,EQ,1-Dec-09,999.4,1010,1040,1005.5,1038.8,1036.85,1026.73,1674234,1718988874,-,531207,31.73,,,974.8316667,971.759,922.2655,742.78125
2771,AXISBANK,EQ,2-Dec-09,1036.85,1041,1052.8,1032.45,1046.1,1047.45,1044.72,1613711,1685874247,-,599999,37.18,,,976.6033333,974.555,924.875,746.057
2772,AXISBANK,EQ,3-Dec-09,1047.45,1054.5,1064,1037,1050.5,1049.6,1052.86,1128898,1188572213,-,254141,22.51,,,979.0216667,977.31,927.7215,749.29
2773,AXISBANK,EQ,4-Dec-09,1049.6,1035,1044.8,1020,1030.1,1027.05,1031.57,1003950,1035648269,-,224247,22.34,,,981.0516667,979.574,930.6095,752.313
2774,AXISBANK,EQ,7-Dec-09,1027.05,1030,1036.9,1003.3,1008.3,1009.05,1016.27,962491,978147139.5,-,341096,35.44,,,981.5516667,981.556,933.146,755.25325
2775,AXISBANK,EQ,8-Dec-09,1009.05,1009,1047.4,1000,1037.1,1039.7,1027.87,1764977,1814172998,-,679366,38.49,,,983.945,983.95,935.911,758.297
2776,AXISBANK,EQ,9-Dec-09,1039.7,1015,1032.45,1009.9,1016.3,1015.85,1019.55,1053088,1073678291,-,359301,34.12,,,986.0633333,985.872,938.1825,761.22375
2777,AXISBANK,EQ,10-Dec-09,1015.85,1014.9,1030,1001.6,1021.95,1021.35,1017.56,1370556,1394621993,-,440222,32.12,,,989.1716667,988.003,940.4095,764.1285
2778,AXISBANK,EQ,11-Dec-09,1021.35,1026,1033.15,997.85,1003.2,1003.75,1011.28,1159922,1173011467,-,301777,26.02,,,992.375,989.552,941.936,767.05325
2779,AXISBANK,EQ,14-Dec-09,1003.75,1003,1013,989.5,994.05,994.65,1001.53,1108154,1109849341,-,409167,36.92,,,995.2833333,989.742,943.019,770.03075
2780,AXISBANK,EQ,15-Dec-09,994.65,989.5,1001.1,954,957,959.7,976.76,1935976,1890981300,-,880417,45.48,,,997.4733333,988.75,943.772,772.858
2781,AXISBANK,EQ,16-Dec-09,959.7,957,957,931.9,937,937.25,944.69,2996210,2830487346,-,1480488,49.41,,,997.9116667,988.113,944.5375,775.602
2782,AXISBANK,EQ,17-Dec-09,937.25,932.1,949,915.8,940.8,941.75,931.28,3004119,2797674655,-,1092100,36.35,,,998.7666667,986.971,945.0155,778.44725
2783,AXISBANK,EQ,18-Dec-09,941.75,940,953.5,928.55,935.8,934.3,941.72,1531195,1441950995,-,378776,24.74,,,998.6466667,986.044,945.419,781.3005
2784,AXISBANK,EQ,21-Dec-09,934.3,939,960,926,953.6,954.3,946.12,1712535,1620261204,-,528746,30.88,,,997.19,984.933,945.5785,784.24175
2785,AXISBANK,EQ,22-Dec-09,954.3,955,973.45,955,971,970.2,968.89,1649671,1598346007,-,690966,41.89,,,996.3166667,984.408,945.7145,787.36125
2786,AXISBANK,EQ,23-Dec-09,970.2,971,985,966.8,982,982.4,977.8,1321535,1292196354,-,324740,24.57,,,995.5566667,983.787,946.3625,790.53375
2787,AXISBANK,EQ,24-Dec-09,982.4,984,991.85,975.2,988,987.35,985.77,1024785,1010197379,-,224733,21.93,,,995.7983333,982.886,947.03,793.855
2788,AXISBANK,EQ,29-Dec-09,987.35,991.85,997.85,982.25,985.3,984.75,989.95,710957,703809855.7,-,239601,33.7,,,995.42,982.461,947.706,797.15425
2789,AXISBANK,EQ,30-Dec-09,984.75,984.75,987,970.1,979,981.4,977.92,1011654,989314713,-,328416,32.46,,,994.7583333,981.959,948.3025,800.4505
2790,AXISBANK,EQ,31-Dec-09,981.4,985,993.5,978.1,988.2,989.2,988.16,1247008,1232248319,-,571696,45.85,,,994.325,981.52,949.2475,803.893
2791,AXISBANK,EQ,4-Jan-10,989.2,993.9,999.95,988.1,990,992.1,993.67,874302,868766920.7,-,414198,47.37,,,994.09,981.476,950.65,807.37875
2792,AXISBANK,EQ,5-Jan-10,992.1,998,1020,995.7,1014.15,1012.8,1011.96,1525876,1544129676,-,726854,47.64,,,994.965,982.191,952.322,811.03575
2793,AXISBANK,EQ,6-Jan-10,1012.8,1020,1028.7,992.55,993,995.8,1002.48,1190717,1193675134,-,526372,44.21,,,995.09,982.784,954.1335,814.49225
2794,AXISBANK,EQ,7-Jan-10,995.8,996.45,1006,989.1,1005,1002.85,999.45,992905,992354131.3,-,386268,38.9,,,995.205,982.96,955.729,817.857
2795,AXISBANK,EQ,8-Jan-10,1002.85,1003,1019.9,996.35,1013.6,1015.95,1010.65,1586285,1603177642,-,729831,46.01,,,995.7333333,983.921,957.1895,821.224
2796,AXISBANK,EQ,11-Jan-10,1015.95,1019,1053,1015.1,1047,1049.4,1038.98,2019301,2098023096,-,1070249,53,,,996.825,985.863,958.9795,824.8435
2797,AXISBANK,EQ,12-Jan-10,1049.4,1048,1075,1031,1049,1049.3,1052.89,2870381,3022191033,-,1299778,45.28,,,998.5566667,988.287,960.699,828.3865
2798,AXISBANK,EQ,13-Jan-10,1049.3,1041.5,1048.85,1026.55,1032.4,1040.3,1036.33,2100740,2177056179,-,1044725,49.73,,,1000.86,990.94,962.401,831.798
2799,AXISBANK,EQ,14-Jan-10,1040.3,1044.8,1079,1041.9,1066.5,1066.1,1066.15,2149282,2291459508,-,975218,45.37,,,1003.083333,994.114,964.7815,835.4165
2800,AXISBANK,EQ,15-Jan-10,1066.1,1080,1093.4,1065.2,1076.25,1077.8,1078.77,3272539,3530331348,-,1454444,44.44,,,1004.448333,997.79,967.2485,838.93725
2801,AXISBANK,EQ,18-Jan-10,1077.8,1070,1113,1060.7,1113,1107.65,1094.98,2006720,2197314624,-,627851,31.29,,,1006.455,1001.461,970.116,842.61575
2802,AXISBANK,EQ,19-Jan-10,1107.65,1177.7,1177.7,1093.1,1107.2,1105.75,1103.19,1613897,1780437524,-,797943,49.44,,,1008.326667,1005.254,972.72,846.154
2803,AXISBANK,EQ,20-Jan-10,1105.75,1107,1118.85,1080.2,1085,1083.75,1091.64,1316969,1437660868,-,521778,39.62,,,1010.216667,1008.171,974.733,849.46575
2804,AXISBANK,EQ,21-Jan-10,1083.75,1085,1091,1050,1060,1061.25,1062.76,1462619,1554411147,-,701515,47.96,,,1011.956667,1009.436,976.2485,852.61675
2805,AXISBANK,EQ,22-Jan-10,1061.25,1045,1057.9,1025,1026.95,1031.65,1038.94,1455147,1511814085,-,586506,40.31,,,1011.688333,1010.141,977.4,855.79
2806,AXISBANK,EQ,25-Jan-10,1031.65,1026,1029.65,1005.15,1014.95,1018.7,1015.65,1048612,1065018155,-,449796,42.89,,,1011.783333,1010.411,978.255,858.80875
2807,AXISBANK,EQ,27-Jan-10,1018.7,1003.1,1009.65,965.15,973.05,972.75,981.91,2425515,2381625319,-,1309102,53.97,,,1010.163333,1010.264,978.755,861.58175
2808,AXISBANK,EQ,28-Jan-10,972.75,978,1030,978,1017.75,1018.8,1004.76,2869552,2883198388,-,1540110,53.67,,,1010.665,1010.718,979.7545,864.47775
2809,AXISBANK,EQ,29-Jan-10,1018.8,1009.95,1045,988.2,1023.6,1025.7,1017.56,3078497,3132570087,-,1228357,39.9,,,1011.7,1011.207,980.9585,867.43
2810,AXISBANK,EQ,1-Feb-10,1025.7,1026,1072,1005,1064,1062.55,1045.24,2136090,2232729930,-,965821,45.21,,,1015.128333,1012.414,982.657,870.525
2811,AXISBANK,EQ,2-Feb-10,1062.55,1065.2,1082,1030.25,1030.25,1037.3,1046.88,1776677,1859963583,-,659070,37.1,,,1018.463333,1013.177,984.138,873.4835
2812,AXISBANK,EQ,3-Feb-10,1037.3,1045.55,1077,1024.05,1061,1071,1061.68,2652143,2815719228,-,1169469,44.1,,,1022.771667,1014.866,985.962,876.52925
2813,AXISBANK,EQ,4-Feb-10,1071,1059.9,1068.95,1045,1048.2,1048.45,1057.67,1317167,1393133558,-,446566,33.9,,,1026.576667,1015.994,987.374,879.2505
2814,AXISBANK,EQ,5-Feb-10,1048.45,1033.7,1038,995.1,1037,1025.7,1012.45,2442482,2472884434,-,922901,37.79,,,1028.956667,1016.52,988.305,882.0185
2815,AXISBANK,EQ,6-Feb-10,1025.7,1030,1037.65,1026.1,1032.3,1030.75,1030.52,139372,143625639.1,-,19528,14.01,,,1030.975,1017.133,989.56,884.656
2816,AXISBANK,EQ,8-Feb-10,1030.75,1025,1041.7,1001,1019,1022.7,1022.84,1485293,1519219554,-,454055,30.57,,,1032.318333,1017.254,990.6335,887.22025
2817,AXISBANK,EQ,9-Feb-10,1022.7,1025,1057,1013.2,1033.15,1038.55,1038.51,1845165,1916220465,-,484700,26.27,,,1034.025,1018.078,991.926,889.94325
2818,AXISBANK,EQ,10-Feb-10,1038.55,1044,1045.5,1020.1,1021.55,1024.65,1032.85,1657271,1711708417,-,676876,40.84,,,1035.355,1019.147,993.1435,892.70575
2819,AXISBANK,EQ,11-Feb-10,1024.65,1030,1044.9,1028.4,1032.5,1033.2,1036.86,815759,845825679.8,-,236418,28.98,,,1037.081667,1019.823,994.519,895.3615
2820,AXISBANK,EQ,15-Feb-10,1033.2,1033,1044.5,1010,1031,1028.85,1031.47,909866,938499662.3,-,321356,35.32,,,1038.403333,1019.663,995.711,897.85775
2821,AXISBANK,EQ,16-Feb-10,1028.85,1032,1041.7,1018.35,1026.6,1026.15,1024.62,1327251,1359934186,-,758832,57.17,,,1039.538333,1019.237,996.896,900.201
2822,AXISBANK,EQ,17-Feb-10,1026.15,1034,1073.85,1032,1066,1067.3,1058.49,2273282,2406245764,-,1042562,45.86,,,1041.355,1019.591,998.4505,902.884
2823,AXISBANK,EQ,18-Feb-10,1067.3,1067,1116.3,1065.55,1091,1098.5,1095.78,4971386,5447535669,-,2669343,53.69,,,1044.778333,1021.02,1000.297,905.59
2824,AXISBANK,EQ,19-Feb-10,1098.5,1072,1102.25,1071,1100,1094.5,1087.41,2771256,3013487987,-,1263378,45.59,,,1047.833333,1022.729,1002.1425,908.01575
2825,AXISBANK,EQ,22-Feb-10,1094.5,1103.5,1115,1081.25,1108.5,1107.45,1105.73,1743098,1927394598,-,726445,41.68,,,1050.883333,1024.084,1004.017,910.41625
2826,AXISBANK,EQ,23-Feb-10,1107.45,1100,1129.8,1088.7,1099.6,1098.15,1116.92,2249941,2513008476,-,888459,39.49,,,1052.508333,1025.73,1005.801,912.88075
2827,AXISBANK,EQ,24-Feb-10,1098.15,1095,1110.95,1065.05,1096,1093.8,1089.84,1720318,1874874725,-,527404,30.66,,,1053.991667,1027.179,1007.591,915.226
2828,AXISBANK,EQ,25-Feb-10,1093.8,1096.1,1102.95,1081.55,1098,1096.25,1093.64,1547763,1692701893,-,402772,26.02,,,1055.856667,1029.029,1009.2905,917.671
2829,AXISBANK,EQ,26-Feb-10,1096.25,1104,1137,1085,1123.05,1124.5,1118.48,1623356,1815690767,-,649673,40.02,,,1057.803333,1031.626,1010.684,920.19175
